NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
71;1;6;2:29.538;0;;32.591;0;57.646;0;59.301;2;131.7;15:07.373;12:29:45.634;0:32.591;0:57.646;0:59.301;201.5;;Am;;Toyota Gazoo Racing;GF;32.591;57.646;59.301;20.27;20.27;12.321;32.591;22.203;54.794;35.443;1:30.237;28.675;1:58.912;30.626;2:29.538
71;1;7;2:36.037;0;;32.66;0;57.713;0;1:05.664;0;126.2;17:43.410;12:32:21.671;0:32.660;0:57.713;1:05.664;204.5;;Am;;Toyota Gazoo Racing;FCY;32.66;57.713;65.664;20.108;20.108;12.552;32.66;22.283;54.943;35.430;1:30.373;29.856;2:00.229;35.808;2:36.037
71;1;8;3:28.266;0;;40.726;0;1:30.370;0;1:17.170;0;94.6;21:11.676;12:35:49.937;0:40.726;1:30.370;1:17.170;85.6;;Am;;Toyota Gazoo Racing;FCY;40.726;90.37;77.17;24.835;24.835;15.891;40.726;31.288;1:12.014;59.082;2:11.096;38.077;2:49.173;39.093;3:28.266
71;1;9;3:20.702;0;;46.155;0;1:18.027;0;1:16.520;0;98.1;24:32.378;12:39:10.639;0:46.155;1:18.027;1:16.520;118.2;;Am;;Toyota Gazoo Racing;GF;46.155;78.027;76.52;29.97;29.97;16.185;46.155;27.244;1:13.399;50.783;2:04.182;32.652;2:36.834;43.868;3:20.702
71;1;10;2:31.270;0;;33.213;0;57.701;0;1:00.356;0;130.2;27:03.648;12:41:41.909;0:33.213;0:57.701;1:00.356;207.7;;Am;;Toyota Gazoo Racing;GF;33.213;57.701;60.356;20.652;20.652;12.561;33.213;22.678;55.891;35.023;1:30.914;29.537;2:00.451;30.819;2:31.270
71;1;11;2:29.542;0;;32.642;0;57.325;0;59.575;0;131.7;29:33.190;12:44:11.451;0:32.642;0:57.325;0:59.575;200.0;;Am;;Toyota Gazoo Racing;GF;32.642;57.325;59.575;20.325;20.325;12.317;32.642;22.041;54.683;35.284;1:29.967;28.896;1:58.863;30.679;2:29.542
71;1;12;2:33.050;0;;32.647;0;57.113;0;1:03.290;0;128.7;32:06.240;12:46:44.501;0:32.647;0:57.113;1:03.290;202.2;;Am;;Toyota Gazoo Racing;FCY;32.647;57.113;63.29;20.4;20.4;12.247;32.647;21.890;54.537;35.223;1:29.760;28.773;1:58.533;34.517;2:33.050
71;1;13;3:30.804;0;;42.476;0;1:28.870;0;1:19.458;0;93.4;35:37.044;12:50:15.305;0:42.476;1:28.870;1:19.458;97.5;;Am;;Toyota Gazoo Racing;FCY;42.476;88.87;79.458;26.935;26.935;15.541;42.476;30.567;1:13.043;58.303;2:11.346;40.013;2:51.359;39.445;3:30.804
71;1;14;3:38.438;0;;47.828;0;1:26.382;0;1:24.228;0;90.2;39:15.482;12:53:53.743;0:47.828;1:26.382;1:24.228;110.2;;Am;;Toyota Gazoo Racing;GF;47.828;86.382;84.228;31.035;31.035;16.793;47.828;29.691;1:17.519;56.691;2:14.210;38.496;2:52.706;45.732;3:38.438
71;1;15;2:30.562;0;;32.71;0;58.247;0;59.605;0;130.8;41:46.044;12:56:24.305;0:32.710;0:58.247;0:59.605;200.0;;Am;;Toyota Gazoo Racing;GF;32.71;58.247;59.605;20.307;20.307;12.403;32.71;22.292;55.002;35.955;1:30.957;28.896;1:59.853;30.709;2:30.562
71;1;16;2:29.061;2;;32.419;0;57.062;2;59.580;0;132.1;44:15.105;12:58:53.366;0:32.419;0:57.062;0:59.580;206.1;;Am;;Toyota Gazoo Racing;GF;32.419;57.062;59.58;20.118;20.118;12.301;32.419;22.011;54.430;35.051;1:29.481;28.817;1:58.298;30.763;2:29.061
71;1;17;2:30.273;0;;32.616;0;57.672;0;59.985;0;131.1;46:45.378;13:01:23.639;0:32.616;0:57.672;0:59.985;199.3;;Am;;Toyota Gazoo Racing;FF;32.616;57.672;59.985;20.288;20.288;12.328;32.616;22.060;54.676;35.612;1:30.288;29.311;1:59.599;30.674;2:30.273
72;1;1;2:36.982;0;;40.098;0;57.518;0;59.366;0;125.5;2:36.982;12:17:15.243;0:40.098;0:57.518;0:59.366;203.0;;Am;;Toyota Gazoo Racing;GF;40.098;57.518;59.366;;;;40.098;22.171;1:02.269;35.347;1:37.616;28.612;2:06.228;30.754;2:36.982
72;1;2;2:28.693;2;;32.396;0;57.196;0;59.101;2;132.5;5:05.675;12:19:43.936;0:32.396;0:57.196;0:59.101;203.8;;Am;;Toyota Gazoo Racing;GF;32.396;57.196;59.101;20.095;20.095;12.301;32.396;22.025;54.421;35.171;1:29.592;28.493;1:58.085;30.608;2:28.693
72;1;3;2:29.805;0;;32.53;0;57.070;0;1:00.205;0;131.5;7:35.480;12:22:13.741;0:32.530;0:57.070;1:00.205;203.8;;Am;;Toyota Gazoo Racing;GF;32.53;57.07;60.205;20.181;20.181;12.349;32.53;21.924;54.454;35.146;1:29.600;28.992;1:58.592;31.213;2:29.805
72;1;4;2:30.089;0;;33.241;0;57.042;0;59.806;0;131.2;10:05.569;12:24:43.830;0:33.241;0:57.042;0:59.806;203.8;;Am;;Toyota Gazoo Racing;GF;33.241;57.042;59.806;20.753;20.753;12.488;33.241;22.180;55.421;34.862;1:30.283;28.881;1:59.164;30.925;2:30.089
72;1;5;2:29.936;0;;32.568;0;57.530;0;59.838;0;131.4;12:35.505;12:27:13.766;0:32.568;0:57.530;0:59.838;205.3;;Am;;Toyota Gazoo Racing;GF;32.568;57.53;59.838;20.133;20.133;12.435;32.568;22.321;54.889;35.209;1:30.098;29.045;1:59.143;30.793;2:29.936
72;1;6;2:28.888;0;;32.529;0;57.234;0;59.125;0;132.3;15:04.393;12:29:42.654;0:32.529;0:57.234;0:59.125;203.8;;Am;;Toyota Gazoo Racing;GF;32.529;57.234;59.125;20.131;20.131;12.398;32.529;22.134;54.663;35.100;1:29.763;28.486;1:58.249;30.639;2:28.888
72;1;7;2:32.488;0;;32.371;2;57.436;0;1:02.681;0;129.2;17:36.881;12:32:15.142;0:32.371;0:57.436;1:02.681;203.8;;Am;;Toyota Gazoo Racing;FCY;32.371;57.436;62.681;20.083;20.083;12.288;32.371;22.134;54.505;35.302;1:29.807;28.895;1:58.702;33.786;2:32.488
72;1;8;3:30.044;0;;42.402;0;1:30.447;0;1:17.195;0;93.8;21:06.925;12:35:45.186;0:42.402;1:30.447;1:17.195;84.5;;Am;;Toyota Gazoo Racing;FCY;42.402;90.447;77.195;25.679;25.679;16.723;42.402;31.730;1:14.132;58.717;2:12.849;35.608;2:48.457;41.587;3:30.044
72;1;9;3:24.202;0;;46.459;0;1:17.258;0;1:20.485;0;96.5;24:31.127;12:39:09.388;0:46.459;1:17.258;1:20.485;101.7;;Am;;Toyota Gazoo Racing;FCY;46.459;77.258;80.485;29.698;29.698;16.761;46.459;27.413;1:13.872;49.845;2:03.717;34.519;2:38.236;45.966;3:24.202
72;1;10;2:29.544;0;;33.084;0;57.045;0;59.415;0;131.7;27:00.671;12:41:38.932;0:33.084;0:57.045;0:59.415;204.5;;Am;;Toyota Gazoo Racing;GF;33.084;57.045;59.415;20.552;20.552;12.532;33.084;21.968;55.052;35.077;1:30.129;28.592;1:58.721;30.823;2:29.544
72;1;11;2:28.982;0;;32.438;0;57.035;0;59.509;0;132.2;29:29.653;12:44:07.914;0:32.438;0:57.035;0:59.509;203.8;;Am;;Toyota Gazoo Racing;GF;32.438;57.035;59.509;20.09;20.09;12.348;32.438;21.940;54.378;35.095;1:29.473;28.577;1:58.050;30.932;2:28.982
72;1;12;2:32.888;0;;32.595;0;57.082;0;1:03.211;0;128.8;32:02.541;12:46:40.802;0:32.595;0:57.082;1:03.211;203.8;;Am;;Toyota Gazoo Racing;FCY;32.595;57.082;63.211;20.238;20.238;12.357;32.595;22.078;54.673;35.004;1:29.677;29.092;1:58.769;34.119;2:32.888
72;1;13;3:32.240;0;;43.625;0;1:28.859;0;1:19.756;0;92.8;35:34.781;12:50:13.042;0:43.625;1:28.859;1:19.756;97.1;;Am;;Toyota Gazoo Racing;FCY;43.625;88.859;79.756;25.527;25.527;18.098;43.625;30.835;1:14.460;58.024;2:12.484;38.648;2:51.132;41.108;3:32.240
72;1;14;3:39.518;0;;47.842;0;1:26.456;0;1:25.220;0;89.7;39:14.299;12:53:52.560;0:47.842;1:26.456;1:25.220;85.7;;Am;;Toyota Gazoo Racing;GF;47.842;86.456;85.22;30.024;30.024;17.818;47.842;29.441;1:17.283;57.015;2:14.298;38.764;2:53.062;46.456;3:39.518
72;1;15;2:30.508;0;;32.875;0;57.997;0;59.636;0;130.9;41:44.807;12:56:23.068;0:32.875;0:57.997;0:59.636;203.0;;Am;;Toyota Gazoo Racing;GF;32.875;57.997;59.636;20.278;20.278;12.597;32.875;22.294;55.169;35.703;1:30.872;28.792;1:59.664;30.844;2:30.508
72;1;16;2:29.167;0;;32.581;0;57.028;2;59.558;0;132.1;44:13.974;12:58:52.235;0:32.581;0:57.028;0:59.558;203.8;;Am;;Toyota Gazoo Racing;GF;32.581;57.028;59.558;20.2;20.2;12.381;32.581;22.017;54.598;35.011;1:29.609;28.764;1:58.373;30.794;2:29.167
72;1;17;2:29.794;0;;32.632;0;57.580;0;59.582;0;131.5;46:43.768;13:01:22.029;0:32.632;0:57.580;0:59.582;205.3;;Am;;Toyota Gazoo Racing;FF;32.632;57.58;59.582;20.248;20.248;12.384;32.632;22.241;54.873;35.339;1:30.212;28.726;1:58.938;30.856;2:29.794
73;1;1;2:47.688;0;;45.489;0;1:00.673;0;1:01.526;0;117.5;2:47.688;12:17:25.949;0:45.489;1:00.673;1:01.526;200.7;;Am;Legends;Toyota Gazoo Racing;GF;45.489;60.673;61.526;;;;45.489;24.545;1:10.034;36.128;1:46.162;29.892;2:16.054;31.634;2:47.688
73;1;2;2:34.702;0;;33.278;0;59.566;0;1:01.858;0;127.3;5:22.390;12:20:00.651;0:33.278;0:59.566;1:01.858;198.5;;Am;Legends;Toyota Gazoo Racing;GF;33.278;59.566;61.858;20.446;20.446;12.832;33.278;22.754;56.032;36.812;1:32.844;30.411;2:03.255;31.447;2:34.702
73;1;3;2:33.869;0;;34.281;0;58.602;0;1:00.986;0;128.0;7:56.259;12:22:34.520;0:34.281;0:58.602;1:00.986;205.3;;Am;Legends;Toyota Gazoo Racing;GF;34.281;58.602;60.986;20.944;20.944;13.337;34.281;23.018;57.299;35.584;1:32.883;29.631;2:02.514;31.355;2:33.869
73;1;4;2:32.593;0;;33.121;0;58.621;0;1:00.851;0;129.1;10:28.852;12:25:07.113;0:33.121;0:58.621;1:00.851;203.0;;Am;Legends;Toyota Gazoo Racing;GF;33.121;58.621;60.851;20.421;20.421;12.7;33.121;22.776;55.897;35.845;1:31.742;29.428;2:01.170;31.423;2:32.593
73;1;5;2:32.949;0;;34.167;0;58.618;0;1:00.164;2;128.8;13:01.801;12:27:40.062;0:34.167;0:58.618;1:00.164;203.0;;Am;Legends;Toyota Gazoo Racing;GF;34.167;58.618;60.164;21.115;21.115;13.052;34.167;23.045;57.212;35.573;1:32.785;29.13;2:01.915;31.034;2:32.949
73;1;6;2:33.514;0;;33.391;0;59.029;0;1:01.094;0;128.3;15:35.315;12:30:13.576;0:33.391;0:59.029;1:01.094;203.8;;Am;Legends;Toyota Gazoo Racing;GF;33.391;59.029;61.094;20.834;20.834;12.557;33.391;23.344;56.735;35.685;1:32.420;29.222;2:01.642;31.872;2:33.514
73;1;7;2:38.644;0;;33.714;0;59.101;0;1:05.829;0;124.2;18:13.959;12:32:52.220;0:33.714;0:59.101;1:05.829;194.9;;Am;Legends;Toyota Gazoo Racing;FCY;33.714;59.101;65.829;21.136;21.136;12.578;33.714;23.456;57.170;35.645;1:32.815;32.129;2:04.944;33.7;2:38.644
73;1;8;3:08.066;0;;35.199;0;1:21.552;0;1:11.315;0;104.7;21:22.025;12:36:00.286;0:35.199;1:21.552;1:11.315;87.5;;Am;Legends;Toyota Gazoo Racing;FCY;35.199;81.552;71.315;21.817;21.817;13.382;35.199;24.603;59.802;56.949;1:56.751;36.976;2:33.727;34.339;3:08.066
73;1;9;3:17.251;0;;49.101;0;1:18.398;0;1:09.752;0;99.9;24:39.276;12:39:17.537;0:49.101;1:18.398;1:09.752;125.3;;Am;Legends;Toyota Gazoo Racing;GF;49.101;78.398;69.752;33.249;33.249;15.852;49.101;25.725;1:14.826;52.673;2:07.499;31.057;2:38.556;38.695;3:17.251
73;1;10;2:33.836;0;;33.43;0;59.806;0;1:00.600;0;128.0;27:13.112;12:41:51.373;0:33.430;0:59.806;1:00.600;200.7;;Am;Legends;Toyota Gazoo Racing;GF;33.43;59.806;60.6;20.701;20.701;12.729;33.43;24.093;57.523;35.713;1:33.236;29.415;2:02.651;31.185;2:33.836
73;1;11;2:31.862;0;;32.818;2;58.432;0;1:00.612;0;129.7;29:44.974;12:44:23.235;0:32.818;0:58.432;1:00.612;205.3;;Am;Legends;Toyota Gazoo Racing;GF;32.818;58.432;60.612;20.376;20.376;12.442;32.818;22.733;55.551;35.699;1:31.250;29.328;2:00.578;31.284;2:31.862
73;1;12;2:35.444;0;;33.851;0;58.241;0;1:03.352;0;126.7;32:20.418;12:46:58.679;0:33.851;0:58.241;1:03.352;202.2;;Am;Legends;Toyota Gazoo Racing;FCY;33.851;58.241;63.352;21.166;21.166;12.685;33.851;22.554;56.405;35.687;1:32.092;30.116;2:02.208;33.236;2:35.444
73;1;13;3:26.165;0;;39.885;0;1:29.489;0;1:16.791;0;95.5;35:46.583;12:50:24.844;0:39.885;1:29.489;1:16.791;97.6;;Am;Legends;Toyota Gazoo Racing;FCY;39.885;89.489;76.791;25.559;25.559;14.326;39.885;29.056;1:08.941;1:00.433;2:09.374;37.936;2:47.310;38.855;3:26.165
73;1;14;3:35.898;0;;50.846;0;1:28.696;0;1:16.356;0;91.2;39:22.481;12:54:00.742;0:50.846;1:28.696;1:16.356;115.4;;Am;Legends;Toyota Gazoo Racing;GF;50.846;88.696;76.356;35.106;35.106;15.74;50.846;26.885;1:17.731;1:01.811;2:19.542;32.727;2:52.269;43.629;3:35.898
73;1;15;2:32.207;0;;33.046;0;58.534;0;1:00.627;0;129.4;41:54.688;12:56:32.949;0:33.046;0:58.534;1:00.627;203.8;;Am;Legends;Toyota Gazoo Racing;GF;33.046;58.534;60.627;20.414;20.414;12.632;33.046;22.716;55.762;35.818;1:31.580;29.527;2:01.107;31.1;2:32.207
73;1;16;2:31.237;2;;33.005;0;57.783;2;1:00.449;0;130.2;44:25.925;12:59:04.186;0:33.005;0:57.783;1:00.449;205.3;;Am;Legends;Toyota Gazoo Racing;GF;33.005;57.783;60.449;20.539;20.539;12.466;33.005;22.343;55.348;35.440;1:30.788;29.336;2:00.124;31.113;2:31.237
73;1;17;2:33.876;0;;32.854;0;1:00.622;0;1:00.400;0;128.0;46:59.801;13:01:38.062;0:32.854;1:00.622;1:00.400;203.8;;Am;Legends;Toyota Gazoo Racing;FF;32.854;60.622;60.4;20.388;20.388;12.466;32.854;23.657;56.511;36.965;1:33.476;29.275;2:02.751;31.125;2:33.876
78;1;1;2:40.455;0;;42.054;0;58.525;0;59.876;0;122.8;2:40.455;12:17:18.716;0:42.054;0:58.525;0:59.876;204.5;;Am;;Toyota Gazoo Racing;GF;42.054;58.525;59.876;;;;42.054;22.998;1:05.052;35.527;1:40.579;28.959;2:09.538;30.917;2:40.455
78;1;2;2:29.714;0;;32.679;0;57.640;0;59.395;0;131.6;5:10.169;12:19:48.430;0:32.679;0:57.640;0:59.395;202.2;;Am;;Toyota Gazoo Racing;GF;32.679;57.64;59.395;20.296;20.296;12.383;32.679;22.378;55.057;35.262;1:30.319;28.571;1:58.890;30.824;2:29.714
78;1;3;2:29.492;0;;32.53;2;57.482;0;59.480;0;131.8;7:39.661;12:22:17.922;0:32.530;0:57.482;0:59.480;203.8;;Am;;Toyota Gazoo Racing;GF;32.53;57.482;59.48;20.169;20.169;12.361;32.53;22.188;54.718;35.294;1:30.012;28.454;1:58.466;31.026;2:29.492
78;1;4;2:29.398;0;;32.67;0;57.509;0;59.219;2;131.9;10:09.059;12:24:47.320;0:32.670;0:57.509;0:59.219;203.0;;Am;;Toyota Gazoo Racing;GF;32.67;57.509;59.219;20.237;20.237;12.433;32.67;22.315;54.985;35.194;1:30.179;28.492;1:58.671;30.727;2:29.398
78;1;5;2:29.487;0;;32.586;0;57.451;0;59.450;0;131.8;12:38.546;12:27:16.807;0:32.586;0:57.451;0:59.450;203.0;;Am;;Toyota Gazoo Racing;GF;32.586;57.451;59.45;20.209;20.209;12.377;32.586;22.222;54.808;35.229;1:30.037;28.75;1:58.787;30.7;2:29.487
78;1;6;2:29.284;2;;32.616;0;57.212;2;59.456;0;132.0;15:07.830;12:29:46.091;0:32.616;0:57.212;0:59.456;204.5;;Am;;Toyota Gazoo Racing;GF;32.616;57.212;59.456;20.25;20.25;12.366;32.616;22.111;54.727;35.101;1:29.828;28.637;1:58.465;30.819;2:29.284
78;1;7;2:36.426;0;;32.665;0;57.817;0;1:05.944;0;125.9;17:44.256;12:32:22.517;0:32.665;0:57.817;1:05.944;205.3;;Am;;Toyota Gazoo Racing;FCY;32.665;57.817;65.944;20.08;20.08;12.585;32.665;22.608;55.273;35.209;1:30.482;30.225;2:00.707;35.719;2:36.426
78;1;8;3:28.380;0;;40.811;0;1:30.299;0;1:17.270;0;94.5;21:12.636;12:35:50.897;0:40.811;1:30.299;1:17.270;82.7;;Am;;Toyota Gazoo Racing;FCY;40.811;90.299;77.27;24.765;24.765;16.046;40.811;30.861;1:11.672;59.438;2:11.110;37.942;2:49.052;39.328;3:28.380
78;1;9;3:20.473;0;;46.053;0;1:18.331;0;1:16.089;0;98.3;24:33.109;12:39:11.370;0:46.053;1:18.331;1:16.089;109.5;;Am;;Toyota Gazoo Racing;GF;46.053;78.331;76.089;30.347;30.347;15.706;46.053;27.113;1:13.166;51.218;2:04.384;32.456;2:36.840;43.633;3:20.473
78;1;10;2:31.450;0;;32.892;0;58.175;0;1:00.383;0;130.1;27:04.559;12:41:42.820;0:32.892;0:58.175;1:00.383;203.8;;Am;;Toyota Gazoo Racing;GF;32.892;58.175;60.383;20.302;20.302;12.59;32.892;22.911;55.803;35.264;1:31.067;29.158;2:00.225;31.225;2:31.450
78;1;11;2:29.609;0;;32.609;0;57.646;0;59.354;0;131.7;29:34.168;12:44:12.429;0:32.609;0:57.646;0:59.354;203.8;;Am;;Toyota Gazoo Racing;GF;32.609;57.646;59.354;20.296;20.296;12.313;32.609;22.398;55.007;35.248;1:30.255;28.558;1:58.813;30.796;2:29.609
78;1;12;2:34.460;0;;32.732;0;57.768;0;1:03.960;0;127.5;32:08.628;12:46:46.889;0:32.732;0:57.768;1:03.960;206.9;;Am;;Toyota Gazoo Racing;FCY;32.732;57.768;63.96;20.217;20.217;12.515;32.732;22.532;55.264;35.236;1:30.500;30.149;2:00.649;33.811;2:34.460
78;1;13;3:30.064;0;;41.743;0;1:29.262;0;1:19.059;0;93.8;35:38.692;12:50:16.953;0:41.743;1:29.262;1:19.059;94.1;;Am;;Toyota Gazoo Racing;FCY;41.743;89.262;79.059;26.766;26.766;14.977;41.743;30.915;1:12.658;58.347;2:11.005;39.422;2:50.427;39.637;3:30.064
78;1;14;3:37.727;0;;47.779;0;1:26.771;0;1:23.177;0;90.5;39:16.419;12:53:54.680;0:47.779;1:26.771;1:23.177;107.4;;Am;;Toyota Gazoo Racing;GF;47.779;86.771;83.177;31.346;31.346;16.433;47.779;29.850;1:17.629;56.921;2:14.550;38.059;2:52.609;45.118;3:37.727
78;1;15;2:31.205;0;;32.924;0;57.980;0;1:00.301;0;130.3;41:47.624;12:56:25.885;0:32.924;0:57.980;1:00.301;200.0;;Am;;Toyota Gazoo Racing;GF;32.924;57.98;60.301;20.178;20.178;12.746;32.924;22.305;55.229;35.675;1:30.904;29.473;2:00.377;30.828;2:31.205
78;1;16;2:31.992;0;;33.53;0;58.942;0;59.520;0;129.6;44:19.616;12:58:57.877;0:33.530;0:58.942;0:59.520;206.9;;Am;;Toyota Gazoo Racing;GF;33.53;58.942;59.52;20.633;20.633;12.897;33.53;23.492;57.022;35.450;1:32.472;28.622;2:01.094;30.898;2:31.992
78;1;17;2:32.654;0;;33.345;0;58.477;0;1:00.832;0;129.0;46:52.270;13:01:30.531;0:33.345;0:58.477;1:00.832;203.8;;Am;;Toyota Gazoo Racing;FF;33.345;58.477;60.832;20.884;20.884;12.461;33.345;22.862;56.207;35.615;1:31.822;29.336;2:01.158;31.496;2:32.654
8;1;1;2:51.296;0;;47.119;0;1:01.478;0;1:02.699;0;115.0;2:51.296;12:17:29.557;0:47.119;1:01.478;1:02.699;200.0;;Am;Legends;Toyota Gazoo Racing;GF;47.119;61.478;62.699;;;;47.119;24.621;1:11.740;36.857;1:48.597;30.64;2:19.237;32.059;2:51.296
8;1;2;2:33.497;0;;33.341;0;59.341;0;1:00.815;2;128.3;5:24.793;12:20:03.054;0:33.341;0:59.341;1:00.815;198.5;;Am;Legends;Toyota Gazoo Racing;GF;33.341;59.341;60.815;20.673;20.673;12.668;33.341;23.393;56.734;35.948;1:32.682;29.211;2:01.893;31.604;2:33.497
8;1;3;2:33.233;2;;33.189;0;59.168;0;1:00.876;0;128.6;7:58.026;12:22:36.287;0:33.189;0:59.168;1:00.876;198.5;;Am;Legends;Toyota Gazoo Racing;GF;33.189;59.168;60.876;20.438;20.438;12.751;33.189;23.251;56.440;35.917;1:32.357;29.394;2:01.751;31.482;2:33.233
8;1;4;2:33.436;0;;32.959;2;58.742;0;1:01.735;0;128.4;10:31.462;12:25:09.723;0:32.959;0:58.742;1:01.735;196.4;;Am;Legends;Toyota Gazoo Racing;GF;32.959;58.742;61.735;20.492;20.492;12.467;32.959;22.741;55.700;36.001;1:31.701;29.917;2:01.618;31.818;2:33.436
8;1;5;2:35.670;0;;34.444;0;59.096;0;1:02.130;0;126.5;13:07.132;12:27:45.393;0:34.444;0:59.096;1:02.130;197.1;;Am;Legends;Toyota Gazoo Racing;GF;34.444;59.096;62.13;21.598;21.598;12.846;34.444;23.072;57.516;36.024;1:33.540;29.891;2:03.431;32.239;2:35.670
8;1;6;2:37.703;0;;34.805;0;59.528;0;1:03.370;0;124.9;15:44.835;12:30:23.096;0:34.805;0:59.528;1:03.370;197.8;;Am;Legends;Toyota Gazoo Racing;GF;34.805;59.528;63.37;21.154;21.154;13.651;34.805;23.600;58.405;35.928;1:34.333;30.049;2:04.382;33.321;2:37.703
8;1;7;2:35.491;0;;33.486;0;59.340;0;1:02.665;0;126.7;18:20.326;12:32:58.587;0:33.486;0:59.340;1:02.665;197.1;;Am;Legends;Toyota Gazoo Racing;FCY;33.486;59.34;62.665;20.763;20.763;12.723;33.486;23.147;56.633;36.193;1:32.826;30.105;2:02.931;32.56;2:35.491
8;1;8;3:03.964;0;;33.973;0;1:19.250;0;1:10.741;0;107.1;21:24.290;12:36:02.551;0:33.973;1:19.250;1:10.741;86.0;;Am;Legends;Toyota Gazoo Racing;FCY;33.973;79.25;70.741;21.063;21.063;12.91;33.973;23.186;57.159;56.064;1:53.223;36.828;2:30.051;33.913;3:03.964
8;1;9;3:17.137;0;;48.563;0;1:19.323;0;1:09.251;0;99.9;24:41.427;12:39:19.688;0:48.563;1:19.323;1:09.251;102.1;;Am;Legends;Toyota Gazoo Racing;GF;48.563;79.323;69.251;33.834;33.834;14.729;48.563;25.745;1:14.308;53.578;2:07.886;32.123;2:40.009;37.128;3:17.137
8;1;10;2:34.598;0;;33.623;0;59.758;0;1:01.217;0;127.4;27:16.025;12:41:54.286;0:33.623;0:59.758;1:01.217;199.3;;Am;Legends;Toyota Gazoo Racing;GF;33.623;59.758;61.217;20.912;20.912;12.711;33.623;23.391;57.014;36.367;1:33.381;29.714;2:03.095;31.503;2:34.598
8;1;11;2:35.060;0;;33.513;0;59.487;0;1:02.060;0;127.0;29:51.085;12:44:29.346;0:33.513;0:59.487;1:02.060;197.1;;Am;Legends;Toyota Gazoo Racing;GF;33.513;59.487;62.06;20.89;20.89;12.623;33.513;23.128;56.641;36.359;1:33.000;30.058;2:03.058;32.002;2:35.060
8;1;12;2:36.122;0;;33.864;0;58.856;0;1:03.402;0;126.2;32:27.207;12:47:05.468;0:33.864;0:58.856;1:03.402;197.1;;Am;Legends;Toyota Gazoo Racing;FCY;33.864;58.856;63.402;20.854;20.854;13.01;33.864;23.016;56.880;35.840;1:32.720;30.767;2:03.487;32.635;2:36.122
8;1;13;3:21.428;0;;35.716;0;1:29.450;0;1:16.262;0;97.8;35:48.635;12:50:26.896;0:35.716;1:29.450;1:16.262;88.5;;Am;Legends;Toyota Gazoo Racing;FCY;35.716;89.45;76.262;21.525;21.525;14.191;35.716;28.688;1:04.404;1:00.762;2:05.166;37.977;2:43.143;38.285;3:21.428
8;1;14;3:36.519;0;;50.38;0;1:29.357;0;1:16.782;0;91.0;39:25.154;12:54:03.415;0:50.380;1:29.357;1:16.782;125.3;;Am;Legends;Toyota Gazoo Racing;GF;50.38;89.357;76.782;35.657;35.657;14.723;50.38;27.141;1:17.521;1:02.216;2:19.737;33.064;2:52.801;43.718;3:36.519
8;1;15;2:37.239;0;;34.347;0;58.737;2;1:04.155;0;125.3;42:02.393;12:56:40.654;0:34.347;0:58.737;1:04.155;201.5;;Am;Legends;Toyota Gazoo Racing;GF;34.347;58.737;64.155;21.283;21.283;13.064;34.347;22.854;57.201;35.883;1:33.084;31.526;2:04.610;32.629;2:37.239
8;1;16;2:36.013;0;;33.796;0;59.435;0;1:02.782;0;126.3;44:38.406;12:59:16.667;0:33.796;0:59.435;1:02.782;197.1;;Am;Legends;Toyota Gazoo Racing;GF;33.796;59.435;62.782;20.978;20.978;12.818;33.796;23.158;56.954;36.277;1:33.231;30.356;2:03.587;32.426;2:36.013
8;1;17;2:37.125;0;;33.848;0;1:00.045;0;1:03.232;0;125.4;47:15.531;13:01:53.792;0:33.848;1:00.045;1:03.232;193.5;;Am;Legends;Toyota Gazoo Racing;FF;33.848;60.045;63.232;20.953;20.953;12.895;33.848;23.288;57.136;36.757;1:33.893;30.878;2:04.771;32.354;2:37.125
80;1;1;2:49.870;0;;46.365;0;1:01.821;0;1:01.684;0;116.0;2:49.870;12:17:28.131;0:46.365;1:01.821;1:01.684;198.5;;Am;;Toyota Gazoo Racing;GF;46.365;61.821;61.684;;;;46.365;25.043;1:11.408;36.778;1:48.186;30.283;2:18.469;31.401;2:49.870
80;1;2;2:33.613;0;;32.971;0;58.367;0;1:02.275;0;128.2;5:23.483;12:20:01.744;0:32.971;0:58.367;1:02.275;207.7;;Am;;Toyota Gazoo Racing;GF;32.971;58.367;62.275;20.607;20.607;12.364;32.971;23.077;56.048;35.290;1:31.338;30.823;2:02.161;31.452;2:33.613
80;1;3;2:31.805;0;;32.746;0;58.604;0;1:00.455;2;129.8;7:55.288;12:22:33.549;0:32.746;0:58.604;1:00.455;202.2;;Am;;Toyota Gazoo Racing;GF;32.746;58.604;60.455;20.215;20.215;12.531;32.746;23.030;55.776;35.574;1:31.350;29.358;2:00.708;31.097;2:31.805
